ts_iso,elapsed_s,class,kind,run_status,latency_s,ok,ans_chars,err
2026-05-29T11:25:27+00:00,1230.7,normal,policy_question,completed,3.07,1,102,
2026-05-29T11:24:41+00:00,1184.3,normal,plan_trip,completed,56.15,1,783,
2026-05-29T11:25:35+00:00,1238.4,normal,policy_question,completed,2.17,1,265,
2026-05-29T11:25:57+00:00,1260.8,adversarial,pii_fishing,completed,1.98,1,257,
2026-05-29T11:26:00+00:00,1264.0,adversarial,prompt_injection,content_filtered,0.58,1,0,BadRequestError: Error code: 400 - {'error': {'message': 'The response was filtered due to the prompt triggering Azure OpenAI’s content management policy. Please modify your prompt and retry. To learn
2026-05-29T11:26:02+00:00,1265.3,normal,receipt_expense,completed,1.79,1,191,
2026-05-29T11:26:22+00:00,1285.3,edge,ambiguous,completed,2.60,1,260,
2026-05-29T11:26:21+00:00,1284.8,edge,multi_intent,completed,5.21,1,710,
2026-05-29T11:26:33+00:00,1296.7,normal,receipt_expense,completed,2.51,1,335,
2026-05-29T11:26:49+00:00,1312.7,normal,policy_question,completed,1.96,1,347,
2026-05-29T11:26:49+00:00,1312.8,adversarial,policy_violation_request,completed,2.55,1,273,
2026-05-29T11:26:48+00:00,1311.9,normal,plan_trip,completed,4.29,1,1173,
2026-05-29T11:27:03+00:00,1326.4,normal,receipt_expense,completed,2.57,1,268,
2026-05-29T11:27:06+00:00,1329.7,normal,policy_question,completed,2.00,1,200,
2026-05-29T11:27:14+00:00,1337.7,edge,ambiguous,completed,2.16,1,194,
2026-05-29T11:27:33+00:00,1356.4,normal,plan_trip,completed,2.82,1,322,
2026-05-29T11:25:58+00:00,1261.5,normal,receipt_expense,completed,106.79,1,266,
2026-05-29T11:27:48+00:00,1372.1,normal,receipt_expense,completed,1.93,1,325,
2026-05-29T11:27:55+00:00,1378.9,adversarial,off_topic,completed,1.86,1,209,
2026-05-29T11:28:16+00:00,1399.4,normal,policy_question,completed,3.24,1,198,
2026-05-29T11:28:09+00:00,1393.2,normal,plan_trip,incomplete,11.87,0,929,run_status=incomplete
2026-05-29T11:28:45+00:00,1429.0,adversarial,jailbreak,content_filtered,0.87,1,0,BadRequestError: Error code: 400 - {'error': {'message': 'The response was filtered due to the prompt triggering Azure OpenAI’s content management policy. Please modify your prompt and retry. To learn
2026-05-29T11:28:54+00:00,1437.6,normal,inline_summary,completed,2.36,1,129,
2026-05-29T11:28:19+00:00,1402.5,edge,multi_intent,completed,38.21,1,742,
2026-05-29T11:29:00+00:00,1444.0,normal,receipt_expense,completed,17.85,1,194,
2026-05-29T11:29:17+00:00,1460.4,edge,typos,completed,2.44,1,226,
2026-05-29T11:29:45+00:00,1488.4,edge,multi_intent,completed,2.57,1,681,
2026-05-29T11:29:51+00:00,1494.8,normal,policy_question,completed,2.42,1,260,
2026-05-29T11:29:57+00:00,1500.7,adversarial,jailbreak,content_filtered,0.74,1,0,BadRequestError: Error code: 400 - {'error': {'message': 'The response was filtered due to the prompt triggering Azure OpenAI’s content management policy. Please modify your prompt and retry. To learn
2026-05-29T11:30:12+00:00,1516.1,adversarial,pii_fishing,completed,2.72,1,307,
2026-05-29T11:28:42+00:00,1425.6,normal,inline_summary,completed,102.82,1,89,
2026-05-29T11:31:09+00:00,1572.3,edge,ambiguous,completed,1.84,1,256,
2026-05-29T11:30:47+00:00,1550.7,normal,plan_trip,completed,29.30,1,231,
2026-05-29T11:31:00+00:00,1563.6,normal,receipt_expense,completed,17.02,1,291,
2026-05-29T11:31:22+00:00,1585.8,normal,plan_trip,completed,4.52,1,1027,
2026-05-29T11:31:39+00:00,1602.5,normal,policy_question,completed,24.99,1,358,
2026-05-29T11:32:04+00:00,1627.6,normal,plan_trip,completed,5.46,1,1266,
2026-05-29T11:32:16+00:00,1639.2,normal,policy_question,completed,1.92,1,83,
2026-05-29T11:32:12+00:00,1636.1,normal,plan_trip,completed,6.17,1,1275,
2026-05-29T11:32:19+00:00,1643.0,normal,policy_question,completed,1.32,1,92,
2026-05-29T11:31:33+00:00,1596.5,edge,ambiguous,completed,52.37,1,256,
2026-05-29T11:32:20+00:00,1643.3,normal,policy_question,completed,14.03,1,280,
2026-05-29T11:37:28+00:00,1951.8,normal,policy_question,completed,23.02,1,171,
2026-05-29T11:37:51+00:00,1974.8,edge,multi_intent,completed,2.92,1,759,
2026-05-29T11:37:54+00:00,1977.7,edge,ambiguous,completed,8.28,1,292,
2026-05-29T11:37:28+00:00,1951.2,normal,plan_trip,completed,38.25,1,1434,
2026-05-29T11:37:26+00:00,1949.3,normal,plan_trip,completed,41.47,1,763,
2026-05-29T11:37:26+00:00,1950.2,edge,typos,completed,51.34,1,100,
2026-05-29T11:38:22+00:00,2005.7,normal,inline_summary,completed,19.96,1,88,
2026-05-29T11:38:42+00:00,2025.7,normal,plan_trip,completed,5.87,1,956,
2026-05-29T11:38:48+00:00,2031.6,adversarial,prompt_injection,content_filtered,0.53,1,0,BadRequestError: Error code: 400 - {'error': {'message': 'The response was filtered due to the prompt triggering Azure OpenAI’s content management policy. Please modify your prompt and retry. To learn
2026-05-29T11:39:10+00:00,2053.3,edge,non_english,completed,2.35,1,225,
2026-05-29T11:39:12+00:00,2055.7,adversarial,off_topic,completed,1.98,1,305,
2026-05-29T11:39:14+00:00,2057.7,edge,typos,completed,3.16,1,760,
2026-05-29T11:39:18+00:00,2061.5,edge,policy_question_long,completed,5.02,1,1464,
2026-05-29T11:38:02+00:00,1986.0,normal,receipt_expense,completed,86.07,1,230,
2026-05-29T11:39:28+00:00,2071.3,normal,policy_question,completed,1.50,1,161,
2026-05-29T11:39:32+00:00,2075.9,normal,inline_summary,completed,1.23,1,89,
2026-05-29T11:39:51+00:00,2094.7,edge,typos,completed,2.06,1,98,
2026-05-29T11:39:56+00:00,2100.1,edge,non_english,completed,45.59,1,66,
2026-05-29T11:40:42+00:00,2145.7,edge,multi_intent,completed,4.02,1,709,
2026-05-29T11:40:46+00:00,2149.7,normal,receipt_expense,completed,2.28,1,347,
2026-05-29T11:40:48+00:00,2152.0,edge,policy_question_long,completed,4.96,1,1433,
2026-05-29T11:38:27+00:00,2010.8,adversarial,jailbreak,completed,160.90,1,311,
2026-05-29T11:40:53+00:00,2156.9,normal,policy_question,completed,34.10,1,257,
2026-05-29T11:41:27+00:00,2191.0,normal,inline_summary,completed,2.15,1,137,
2026-05-29T11:41:08+00:00,2171.7,normal,plan_trip,completed,21.62,1,1536,
2026-05-29T11:41:29+00:00,2193.2,adversarial,jailbreak,completed,2.22,1,338,
2026-05-29T11:38:06+00:00,1989.5,normal,plan_trip,completed,207.46,1,1282,
2026-05-29T11:41:32+00:00,2195.4,normal,receipt_expense,completed,1.75,1,218,
2026-05-29T11:41:30+00:00,2193.3,normal,plan_trip,completed,4.44,1,1248,
2026-05-29T11:41:33+00:00,2197.2,normal,policy_question,completed,1.87,1,201,
2026-05-29T11:39:31+00:00,2074.2,normal,inline_summary,completed,135.44,1,392,
2026-05-29T11:41:33+00:00,2196.9,normal,plan_trip,completed,12.92,1,650,
2026-05-29T11:41:49+00:00,2212.5,normal,receipt_expense,completed,1.68,1,209,
2026-05-29T11:41:34+00:00,2197.8,normal,policy_question,completed,46.06,1,75,
2026-05-29T11:42:06+00:00,2229.6,adversarial,off_topic,completed,24.21,1,182,
2026-05-29T11:42:47+00:00,2271.1,edge,policy_question_long,completed,4.35,1,1501,
2026-05-29T11:43:13+00:00,2297.1,normal,plan_trip,completed,6.08,1,1188,
2026-05-29T11:43:22+00:00,2305.3,normal,inline_summary,completed,1.95,1,88,
2026-05-29T11:43:40+00:00,2323.9,normal,policy_question,completed,1.95,1,176,
2026-05-29T11:43:41+00:00,2325.1,normal,plan_trip,completed,4.20,1,1095,
2026-05-29T11:43:49+00:00,2332.5,normal,inline_summary,completed,1.55,1,207,
2026-05-29T11:44:01+00:00,2344.3,normal,plan_trip,completed,5.34,1,1245,
2026-05-29T11:44:06+00:00,2349.6,normal,inline_summary,completed,23.81,1,89,
2026-05-29T11:43:59+00:00,2343.0,normal,policy_question,completed,47.63,1,269,
2026-05-29T11:44:47+00:00,2390.6,normal,receipt_expense,completed,8.41,1,178,
2026-05-29T11:44:55+00:00,2399.0,edge,policy_question_long,completed,4.24,1,1939,
2026-05-29T11:45:00+00:00,2403.3,adversarial,off_topic,completed,2.19,1,291,
2026-05-29T11:43:57+00:00,2340.3,normal,plan_trip,completed,66.53,1,1183,
2026-05-29T11:43:40+00:00,2324.0,normal,plan_trip,completed,85.29,1,285,
2026-05-29T11:45:06+00:00,2409.2,normal,policy_question,completed,1.95,1,92,
2026-05-29T11:45:08+00:00,2411.2,normal,receipt_expense,completed,1.94,1,185,
2026-05-29T11:45:03+00:00,2406.8,normal,plan_trip,completed,12.15,1,319,
2026-05-29T11:45:15+00:00,2419.0,normal,plan_trip,completed,4.01,1,887,
2026-05-29T11:45:09+00:00,2413.1,edge,typos,completed,30.17,1,700,
2026-05-29T11:45:40+00:00,2443.3,normal,plan_trip,completed,4.17,1,916,
2026-05-29T11:45:44+00:00,2447.5,normal,plan_trip,completed,4.22,1,1163,
2026-05-29T11:45:19+00:00,2423.0,edge,typos,completed,45.17,1,233,
2026-05-29T11:46:04+00:00,2468.1,adversarial,off_topic,completed,1.96,1,209,
2026-05-29T11:46:06+00:00,2470.1,edge,multi_intent,completed,4.08,1,704,
2026-05-29T11:46:10+00:00,2474.2,adversarial,prompt_injection,content_filtered,0.80,1,0,BadRequestError: Error code: 400 - {'error': {'message': 'The response was filtered due to the prompt triggering Azure OpenAI’s content management policy. Please modify your prompt and retry. To learn
2026-05-29T11:46:11+00:00,2475.0,normal,policy_question,completed,2.14,1,344,
2026-05-29T11:45:02+00:00,2405.4,normal,inline_summary,completed,77.51,1,88,
2026-05-29T11:46:13+00:00,2477.1,normal,receipt_expense,completed,43.98,1,392,
2026-05-29T11:46:19+00:00,2483.0,normal,policy_question,completed,40.44,1,143,
2026-05-29T11:46:57+00:00,2521.1,edge,ambiguous,completed,2.75,1,97,
2026-05-29T11:44:30+00:00,2373.4,normal,policy_question,completed,153.84,1,82,
2026-05-29T11:47:43+00:00,2566.7,adversarial,prompt_injection,content_filtered,1.91,1,0,BadRequestError: Error code: 400 - {'error': {'message': 'The response was filtered due to the prompt triggering Azure OpenAI’s content management policy. Please modify your prompt and retry. To learn
2026-05-29T11:47:45+00:00,2568.8,normal,plan_trip,completed,5.41,1,1079,
2026-05-29T11:45:48+00:00,2451.7,edge,ambiguous,completed,135.42,1,281,
2026-05-29T11:47:45+00:00,2568.3,edge,non_english,completed,23.28,1,812,
2026-05-29T11:48:02+00:00,2585.9,edge,policy_question_long,completed,8.56,1,1524,
2026-05-29T11:48:11+00:00,2594.3,edge,non_english,completed,2.31,1,109,
2026-05-29T11:48:12+00:00,2596.2,edge,non_english,completed,4.13,1,861,
2026-05-29T11:48:15+00:00,2598.7,normal,policy_question,completed,1.86,1,103,
2026-05-29T11:48:20+00:00,2604.1,normal,inline_summary,completed,2.31,1,177,
2026-05-29T11:47:48+00:00,2571.2,edge,non_english,completed,51.42,1,195,
2026-05-29T11:48:19+00:00,2602.9,edge,multi_intent,completed,22.39,1,800,
2026-05-29T11:48:38+00:00,2622.0,edge,ambiguous,completed,3.71,1,127,
2026-05-29T11:48:44+00:00,2627.7,normal,receipt_expense,completed,2.25,1,162,
2026-05-29T11:49:08+00:00,2651.9,adversarial,policy_violation_request,completed,3.68,1,412,
2026-05-29T11:49:21+00:00,2664.6,adversarial,prompt_injection,content_filtered,0.85,1,0,BadRequestError: Error code: 400 - {'error': {'message': 'The response was filtered due to the prompt triggering Azure OpenAI’s content management policy. Please modify your prompt and retry. To learn
2026-05-29T11:49:18+00:00,2661.2,normal,plan_trip,completed,10.89,1,923,
2026-05-29T11:49:31+00:00,2674.4,edge,typos,completed,1.89,1,253,
