ts_iso,elapsed_s,class,kind,run_status,latency_s,ok,ans_chars,err
2026-05-29T11:24:30+00:00,1173.3,adversarial,pii_fishing,completed,20.71,1,200,
2026-05-29T11:24:49+00:00,1192.3,edge,ambiguous,completed,2.26,1,293,
2026-05-29T11:24:51+00:00,1194.5,normal,plan_trip,completed,2.32,1,668,
2026-05-29T11:24:40+00:00,1183.9,edge,multi_intent,completed,13.36,1,610,
2026-05-29T11:24:53+00:00,1196.9,normal,receipt_expense,completed,2.14,1,319,
2026-05-29T11:24:55+00:00,1199.0,edge,ambiguous,completed,1.97,1,282,
2026-05-29T11:24:54+00:00,1197.3,normal,plan_trip,completed,3.70,1,1032,
2026-05-29T11:24:50+00:00,1194.0,edge,policy_question_long,completed,7.02,1,3121,
2026-05-29T11:24:57+00:00,1201.0,edge,ambiguous,completed,1.75,1,359,
2026-05-29T11:24:57+00:00,1201.0,edge,multi_intent,completed,2.28,1,629,
2026-05-29T11:24:57+00:00,1201.0,normal,plan_trip,completed,2.28,1,567,
2026-05-29T11:24:59+00:00,1202.7,adversarial,pii_fishing,completed,12.25,1,251,
2026-05-29T11:25:11+00:00,1214.7,normal,policy_question,completed,1.66,1,122,
2026-05-29T11:25:09+00:00,1212.7,normal,plan_trip,completed,6.32,1,1305,
2026-05-29T11:25:25+00:00,1229.0,normal,plan_trip,completed,2.88,1,731,
